辞書,文境界,キー（＝表層形）,語彙素,語彙素細分類,語彙素読み,品詞,活用型,活用形,発音形出現形,仮名形出現形,語種,書字形(基本形),語形(基本形),語彙素ID
現代語,I,を,を,,ヲ,助詞-格助詞,,,オ,ヲ,和,を,ヲ,41407
現代語,I,教え,教える,,オシエル,動詞-一般,下一段-ア行,連用形-一般,オシエ,オシエ,和,教える,オシエル,4925
現代語,I,ながら,ながら,,ナガラ,助詞-接続助詞,,,ナガラ,ナガラ,和,ながら,ナガラ,27743
現代語,I,、,、,,,補助記号-読点,,,,,記号,、,,24
現代語,I,「,「,,,補助記号-括弧開,,,,,記号,「,,33
現代語,I,コミット,コミット,commit,コミット,名詞-普通名詞-サ変可能,,,コミット,コミット,外,コミット,コミット,93665
現代語,I,メッセージ,メッセージ,message,メッセージ,名詞-普通名詞-一般,,,メッセージ,メッセージ,外,メッセージ,メッセージ,37444
現代語,I,は,は,,ハ,助詞-係助詞,,,ワ,ハ,和,は,ハ,29321
現代語,I,適当,適当,,テキトウ,名詞-普通名詞-サ変形状詞可能,,,テキトー,テキトウ,漢,適当,テキトウ,25106
現代語,I,で,だ,,ダ,助動詞,助動詞-ダ,連用形-一般,デ,デ,和,だ,ダ,22916
現代語,I,いい,良い,,ヨイ,形容詞-非自立可能,形容詞,終止形-一般,イー,イイ,和,いい,イイ,38988
現代語,I,よ,よ,,ヨ,助詞-終助詞,,,ヨ,ヨ,和,よ,ヨ,38980
現代語,I,、,、,,,補助記号-読点,,,,,記号,、,,24
現代語,I,あと,後,,アト,名詞-普通名詞-副詞可能,,,アト,アト,和,あと,アト,856
現代語,I,で,で,,デ,助詞-格助詞,,,デ,デ,和,で,デ,25518
現代語,I,squash,,,,名詞,,,,,,,,　
現代語,I, する,為る,,スル,動詞-非自立可能,サ行変格,終止形-一般,スル,スル,和,する,スル,19537
現代語,I,から,から,,カラ,助詞-接続助詞,,,カラ,カラ,和,から,カラ,7218
現代語,I,」,」,,,補助記号-括弧閉,,,,,記号,」,,34
現代語,I,と,と,,ト,助詞-格助詞,,,ト,ト,和,と,ト,25826
現代語,I,平然,平然,,ヘイゼン,形状詞-タリ,,,ヘーゼン,ヘイゼン,漢,平然,ヘイゼン,33882
現代語,I,と,と,,ト,助詞-格助詞,,,ト,ト,和,と,ト,25826
現代語,I,言っ,言う,,イウ,動詞-一般,五段-ワア行,連用形-促音便,イッ,イッ,和,言う,イウ,1571
現代語,I,て,て,,テ,助詞-接続助詞,,,テ,テ,和,て,テ,24874
現代語,I,い,居る,,イル,動詞-非自立可能,上一段-ア行,連用形-一般,イ,イ,和,いる,イル,2585
現代語,I,た,た,,タ,助動詞,助動詞-タ,終止形-一般,タ,タ,和,た,タ,21642
現代語,I,。,。,,,補助記号-句点,,,,,記号,。,,25
現代語,I,あの,彼の,,アノ,連体詞,,,アノ,アノ,和,あの,アノ,912
現代語,I,言葉,言葉,,コトバ,名詞-普通名詞-一般,,,コトバ,コトバ,和,言葉,コトバ,12860
現代語,I,を,を,,ヲ,助詞-格助詞,,,オ,ヲ,和,を,ヲ,41407
現代語,I,聞い,聞く,,キク,動詞-一般,五段-カ行,連用形-イ音便,キー,キイ,和,聞く,キク,8399
現代語,I,た,た,,タ,助動詞,助動詞-タ,連体形-一般,タ,タ,和,た,タ,21642
現代語,I,時,時,,トキ,名詞-普通名詞-副詞可能,,,トキ,トキ,和,時,トキ,26231
現代語,I,、,、,,,補助記号-読点,,,,,記号,、,,24
現代語,I,私,私,,ワタシ,代名詞,,,ワタシ,ワタシ,和,私,ワタシ,41277
現代語,I,は,は,,ハ,助詞-係助詞,,,ワ,ハ,和,は,ハ,29321
現代語,I,心,心,,ココロ,名詞-普通名詞-サ変可能,,,ココロ,ココロ,和,心,ココロ,12615
現代語,I,の,の,,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ,28989
現代語,I,中,中,,ナカ,名詞-普通名詞-副詞可能,,,ナカ,ナカ,和,中,ナカ,27572
現代語,I,で,で,,デ,助詞-格助詞,,,デ,デ,和,で,デ,25518
現代語,I,Segmentation,,,,名詞,,,,,,,,　
現代語,I,Fault,,,,名詞,,,,,,,,　
現代語,I,が,が,,ガ,助詞-格助詞,,,ガ,ガ,和,が,ガ,7889
現代語,I,起き,起きる,,オキル,動詞-一般,上一段-カ行,連用形-一般,オキ,オキ,和,起きる,オキル,4799
現代語,I,た,た,,タ,助動詞,助動詞-タ,終止形-一般,タ,タ,和,た,タ,21642
現代語,I,。,。,,,補助記号-句点,,,,,記号,。,,25
現代語,I, 私,私,,ワタシ,代名詞,,,ワタシ,ワタシ,和,私,ワタシ,41277
現代語,I,に,に,,ニ,助詞-格助詞,,,ニ,ニ,和,に,ニ,28178
現代語,I,とっ,取る,,トル,動詞-一般,五段-ラ行,連用形-促音便,トッ,トッ,和,とる,トル,26854
現代語,I,て,て,,テ,助詞-接続助詞,,,テ,テ,和,て,テ,24874
現代語,I,技術,技術,,ギジュツ,名詞-普通名詞-一般,,,ギジュツ,ギジュツ,漢,技術,ギジュツ,9798
現代語,I,は,は,,ハ,助詞-係助詞,,,ワ,ハ,和,は,ハ,29321
現代語,I,信仰,信仰,,シンコウ,名詞-普通名詞-サ変可能,,,シンコー,シンコウ,漢,信仰,シンコウ,17317
現代語,I,、,、,,,補助記号-読点,,,,,記号,、,,24
現代語,I,存在,存在,,ソンザイ,名詞-普通名詞-サ変可能,,,ソンザイ,ソンザイ,漢,存在,ソンザイ,21491
現代語,I,、,、,,,補助記号-読点,,,,,記号,、,,24
現代語,I,意義,意義,,イギ,名詞-普通名詞-一般,,,イギ,イギ,漢,意義,イギ,1707
現代語,I,、,、,,,補助記号-読点,,,,,記号,、,,24
現代語,I,哲学,哲学,,テツガク,名詞-普通名詞-一般,,,テツガク,テツガク,漢,哲学,テツガク,25192
現代語,I,、,、,,,補助記号-読点,,,,,記号,、,,24
現代語,I,主張,主張,,シュチョウ,名詞-普通名詞-サ変可能,,,シュチョー,シュチョウ,漢,主張,シュチョウ,16338
現代語,I,だ,だ,,ダ,助動詞,助動詞-ダ,終止形-一般,ダ,ダ,和,だ,ダ,22916
現代語,I,。,。,,,補助記号-句点,,,,,記号,。,,25
現代語,I,夕飯,夕飯,,ユウハン,名詞-普通名詞-一般,,,ユーハン,ユウハン,混,夕飯,ユウハン,38710
現代語,I,の,の,,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ,28989
現代語,I,おかず,御数,,オカズ,名詞-普通名詞-一般,,,オカズ,オカズ,和,おかず,オカズ,4737
現代語,I,と,と,,ト,助詞-格助詞,,,ト,ト,和,と,ト,25826
現代語,I,一緒,一緒,,イッショ,名詞-普通名詞-サ変可能,,,イッショ,イッショ,漢,一緒,イッショ,2200
現代語,I,に,に,,ニ,助詞-格助詞,,,ニ,ニ,和,に,ニ,28178
現代語,I,噛み砕ける,噛み砕く,,カミクダク,動詞-一般,下一段-カ行,連体形-一般,カミクダケル,カミクダケル,和,噛み砕ける,カミクダケル,7094
現代語,I,もの,物,,モノ,名詞-普通名詞-サ変可能,,,モノ,モノ,和,もの,モノ,37875
現代語,I,で,だ,,ダ,助動詞,助動詞-ダ,連用形-一般,デ,デ,和,だ,ダ,22916
現代語,I,は,は,,ハ,助詞-係助詞,,,ワ,ハ,和,は,ハ,29321
現代語,I,ない,無い,,ナイ,形容詞-非自立可能,形容詞,終止形-一般,ナイ,ナイ,和,ない,ナイ,27442
現代語,I,。,。,,,補助記号-句点,,,,,記号,。,,25
現代語,B,だ,だ,,ダ,助動詞,助動詞-ダ,終止形-一般,ダ,ダ,和,だ,ダ,22916
現代語,I,が,が,,ガ,助詞-接続助詞,,,ガ,ガ,和,が,ガ,7888
現代語,I,、,、,,,補助記号-読点,,,,,記号,、,,24
現代語,I,それ,其れ,,ソレ,代名詞,,,ソレ,ソレ,和,それ,ソレ,21461
現代語,I,で,で,,デ,助詞-格助詞,,,デ,デ,和,で,デ,25518
現代語,I,も,も,,モ,助詞-係助詞,,,モ,モ,和,も,モ,37562
現代語,I,、,、,,,補助記号-読点,,,,,記号,、,,24
現代語,I,彼,彼,,カレ,代名詞,,,カレ,カレ,和,彼,カレ,7330
現代語,I,の,の,,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ,28989
現代語,I,「,「,,,補助記号-括弧開,,,,,記号,「,,33
現代語,I,R,Ｒ,,アール,記号-文字,,,アール,アール,記号,R,アール,1477
現代語,I,u,Ｕ,,ユー,記号-文字,,,ユー,ユー,記号,u,ユー,38951
現代語,I,s,Ｓ,,エス,記号-文字,,,エス,エス,記号,s,エス,3819
現代語,I,t,Ｔ,,ティー,記号-文字,,,ティー,ティー,記号,t,ティー,24900
現代語,I,と,と,,ト,助詞-格助詞,,,ト,ト,和,と,ト,25826
現代語,I,B,Ｂ,,ビー,記号-文字,,,ビー,ビー,記号,B,ビー,32144
現代語,I,e,Ｅ,,イー,記号-文字,,,イー,イー,記号,e,イー,2868
現代語,I,v,Ｖ,,ブイ,記号-文字,,,ブイ,ブイ,記号,v,ブイ,33306
現代語,I,y,Ｙ,,ワイ,記号-文字,,,ワイ,ワイ,記号,y,ワイ,41111
現代語,I,と,と,,ト,助詞-格助詞,,,ト,ト,和,と,ト,25826
現代語,I,S,Ｓ,,エス,記号-文字,,,エス,エス,記号,S,エス,3819
現代語,I,l,Ｌ,,エル,記号-文字,,,エル,エル,記号,l,エル,4109
現代語,I,i,Ｉ,,アイ,記号-文字,,,アイ,アイ,記号,i,アイ,81
現代語,I,n,Ｎ,,エヌ,記号-文字,,,エヌ,エヌ,記号,n,エヌ,3936
現代語,I,t,Ｔ,,ティー,記号-文字,,,ティー,ティー,記号,t,ティー,24900
現代語,I,を,を,,ヲ,助詞-格助詞,,,オ,ヲ,和,を,ヲ,41407
現代語,I,組み合わせ,組み合わせる,,クミアワセル,動詞-一般,下一段-サ行,連用形-一般,クミアワセ,クミアワセ,和,組み合わせる,クミアワセル,10362
現代語,I,た,た,,タ,助動詞,助動詞-タ,連体形-一般,タ,タ,和,た,タ,21642
現代語,I,、,、,,,補助記号-読点,,,,,記号,、,,24
現代語,I,ベイ,ベイ,bay,ベイ,名詞-普通名詞-一般,,,ベー,ベイ,外,ベイ,ベイ,34101
現代語,I,クレス,クレス,cress,クレス,名詞-普通名詞-一般,,,クレス,クレス,外,クレス,クレス,171890
現代語,I,・,・,,,補助記号-一般,,,,・,記号,・,,44
現代語,I,PCG,,,,名詞,,,,,,,,　
現代語,I,ゲーム,ゲーム,game,ゲーム,名詞-普通名詞-一般,,,ゲーム,ゲーム,外,ゲーム,ゲーム,11778
現代語,I,エンジン,エンジン,engine,エンジン,名詞-普通名詞-一般,,,エンジン,エンジン,外,エンジン,エンジン,4216
現代語,I,」,」,,,補助記号-括弧閉,,,,,記号,」,,34
現代語,I,を,を,,ヲ,助詞-格助詞,,,オ,ヲ,和,を,ヲ,41407
現代語,I,目の当たり,目の当たり,,マノアタリ,名詞-普通名詞-副詞可能,,,マノアタリ,マノアタリ,和,目の当たり,マノアタリ,35963
現代語,I,に,に,,ニ,助詞-格助詞,,,ニ,ニ,和,に,ニ,28178
現代語,I,する,為る,,スル,動詞-非自立可能,サ行変格,終止形-一般,スル,スル,和,する,スル,19537
現代語,I,と,と,,ト,助詞-接続助詞,,,ト,ト,和,と,ト,25825
現代語,I,、,、,,,補助記号-読点,,,,,記号,、,,24
現代語,I,私,私,,ワタシ,代名詞,,,ワタシ,ワタシ,和,私,ワタシ,41277
現代語,I,は,は,,ハ,助詞-係助詞,,,ワ,ハ,和,は,ハ,29321
現代語,I,考える,考える,,カンガエル,動詞-一般,下一段-ア行,連体形-一般,カンガエル,カンガエル,和,考える,カンガエル,7514
現代語,I,の,の,,ノ,助詞-準体助詞,,,ノ,ノ,和,の,ノ,28990
現代語,I,を,を,,ヲ,助詞-格助詞,,,オ,ヲ,和,を,ヲ,41407
現代語,I,、,、,,,補助記号-読点,,,,,記号,、,,24
現代語,I,一旦,一旦,,イッタン,副詞,,,イッタン,イッタン,漢,一旦,イッタン,2235
現代語,I,やめ,止める,,ヤメル,動詞-一般,下一段-マ行,連用形-一般,ヤメ,ヤメ,和,やめる,ヤメル,38511
現代語,I,て,て,,テ,助詞-接続助詞,,,テ,テ,和,て,テ,24874
現代語,I,しまう,仕舞う,,シマウ,動詞-非自立可能,五段-ワア行,終止形-一般,シマウ,シマウ,和,しまう,シマウ,15738
現代語,I,しか,しか,,シカ,助詞-副助詞,,,シカ,シカ,和,しか,シカ,15047
現代語,I,無い,無い,,ナイ,形容詞-非自立可能,形容詞,終止形-一般,ナイ,ナイ,和,無い,ナイ,27442
現代語,I,。,。,,,補助記号-句点,,,,,記号,。,,25
現代語,I,彼,彼,,カレ,代名詞,,,カレ,カレ,和,彼,カレ,7330
現代語,I,は,は,,ハ,助詞-係助詞,,,ワ,ハ,和,は,ハ,29321
現代語,I,技術,技術,,ギジュツ,名詞-普通名詞-一般,,,ギジュツ,ギジュツ,漢,技術,ギジュツ,9798
現代語,I,を,を,,ヲ,助詞-格助詞,,,オ,ヲ,和,を,ヲ,41407
現代語,I,愛し,愛する,,アイスル,動詞-一般,サ行変格,連用形-一般,アイシ,アイシ,混,愛する,アイスル,155
現代語,I,ながら,ながら,,ナガラ,助詞-接続助詞,,,ナガラ,ナガラ,和,ながら,ナガラ,27743
現代語,I,、,、,,,補助記号-読点,,,,,記号,、,,24
現代語,I,技術,技術,,ギジュツ,名詞-普通名詞-一般,,,ギジュツ,ギジュツ,漢,技術,ギジュツ,9798
現代語,I,に,に,,ニ,助詞-格助詞,,,ニ,ニ,和,に,ニ,28178
現代語,I,縛ら,縛る,,シバル,動詞-一般,五段-ラ行,未然形-一般,シバラ,シバラ,和,縛る,シバル,15671
現代語,I,れ,れる,,レル,助動詞,助動詞-レル,連用形-一般,レ,レ,和,れる,レル,40741
現代語,I,て,て,,テ,助詞-接続助詞,,,テ,テ,和,て,テ,24874
現代語,I,い,居る,,イル,動詞-非自立可能,上一段-ア行,未然形-一般,イ,イ,和,いる,イル,2585
現代語,I,ない,ない,,ナイ,助動詞,助動詞-ナイ,連体形-一般,ナイ,ナイ,和,ない,ナイ,27438
現代語,I,の,の,,ノ,助詞-準体助詞,,,ノ,ノ,和,の,ノ,28990
現代語,I,だ,だ,,ダ,助動詞,助動詞-ダ,終止形-一般,ダ,ダ,和,だ,ダ,22916
現代語,I,。,。,,,補助記号-句点,,,,,記号,。,,25
現代語,B,…,…,,,補助記号-一般,,,,,記号,…,,6
現代語,I,…,…,,,補助記号-一般,,,,,記号,…,,6
現代語,I,私,私,,ワタシ,代名詞,,,ワタシ,ワタシ,和,私,ワタシ,41277
現代語,I,は,は,,ハ,助詞-係助詞,,,ワ,ハ,和,は,ハ,29321
現代語,I,そんな,そんな,,ソンナ,連体詞,,,ソンナ,ソンナ,和,そんな,ソンナ,21510
現代語,I,ガベージ,ガーベッジ,garbage,ガーベッジ,名詞-普通名詞-一般,,,ガベージ,ガベージ,外,ガベージ,ガベージ,82754
現代語,I,コレクション,コレクション,collection,コレクション,名詞-普通名詞-一般,,,コレクション,コレクション,外,コレクション,コレクション,13097
現代語,I,の,の,,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ,28989
現代語,I,よう,様,,ヨウ,形状詞-助動詞語幹,,,ヨー,ヨウ,漢,よう,ヨウ,39002
現代語,I,な,だ,,ダ,助動詞,助動詞-ダ,連体形-一般,ナ,ナ,和,だ,ダ,22916
現代語,I,思考,思考,,シコウ,名詞-普通名詞-サ変可能,,,シコー,シコウ,漢,思考,シコウ,15229
現代語,I,を,を,,ヲ,助詞-格助詞,,,オ,ヲ,和,を,ヲ,41407
現代語,I,繰り返し,繰り返す,,クリカエス,動詞-一般,五段-サ行,連用形-一般,クリカエシ,クリカエシ,和,繰り返す,クリカエス,10479
現代語,I,て,て,,テ,助詞-接続助詞,,,テ,テ,和,て,テ,24874
現代語,I,い,居る,,イル,動詞-非自立可能,上一段-ア行,連用形-一般,イ,イ,和,いる,イル,2585
現代語,I,たら,た,,タ,助動詞,助動詞-タ,仮定形-一般,タラ,タラ,和,た,タ,21642
現代語,I,、,、,,,補助記号-読点,,,,,記号,、,,24
現代語,I,いつ,何時,,イツ,代名詞,,,イツ,イツ,和,いつ,イツ,2271
現代語,I,の,の,,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ,28989
現代語,I,間,間,,アイダ,名詞-普通名詞-副詞可能,,,アイダ,アイダ,和,間,アイダ,168
現代語,I,に,に,,ニ,助詞-格助詞,,,ニ,ニ,和,に,ニ,28178
現代語,I,か,か,,カ,助詞-副助詞,,,カ,カ,和,か,カ,5568
現代語,I,教室,教室,,キョウシツ,名詞-普通名詞-一般,,,キョーシツ,キョウシツ,漢,教室,キョウシツ,9228
現代語,I,の,の,,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ,28989
現代語,I,席,席,,セキ,名詞-普通名詞-一般,,,セキ,セキ,漢,席,セキ,20063
現代語,I,に,に,,ニ,助詞-格助詞,,,ニ,ニ,和,に,ニ,28178
現代語,I,着い,着く,,ツク,動詞-一般,五段-カ行,連用形-イ音便,ツイ,ツイ,和,着く,ツク,24538
現代語,I,て,て,,テ,助詞-接続助詞,,,テ,テ,和,て,テ,24874
現代語,I,い,居る,,イル,動詞-非自立可能,上一段-ア行,連用形-一般,イ,イ,和,いる,イル,2585
現代語,I,た,た,,タ,助動詞,助動詞-タ,終止形-一般,タ,タ,和,た,タ,21642
現代語,I,。,。,,,補助記号-句点,,,,,記号,。,,25
現代語,B,ところ,所,,トコロ,名詞-普通名詞-副詞可能,,,トコロ,トコロ,和,ところ,トコロ,26373
現代語,I,で,で,,デ,助詞-格助詞,,,デ,デ,和,で,デ,25518
現代語,I,、,、,,,補助記号-読点,,,,,記号,、,,24
現代語,I,今,今,,イマ,名詞-普通名詞-副詞可能,,,イマ,イマ,和,今,イマ,2460
現代語,I,は,は,,ハ,助詞-係助詞,,,ワ,ハ,和,は,ハ,29321
現代語,I,まだ,未だ,,マダ,副詞,,,マダ,マダ,和,まだ,マダ,35745
現代語,I,休み,休む,,ヤスム,動詞-一般,五段-マ行,連用形-一般,ヤスミ,ヤスミ,和,休む,ヤスム,38302
現代語,I,時間,時間,,ジカン,名詞-普通名詞-助数詞可能,,,ジカン,ジカン,漢,時間,ジカン,17768
現代語,I,だ,だ,,ダ,助動詞,助動詞-ダ,終止形-一般,ダ,ダ,和,だ,ダ,22916
現代語,I,。,。,,,補助記号-句点,,,,,記号,。,,25
現代語,I,つまり,詰まり,,ツマリ,副詞,,,ツマリ,ツマリ,和,つまり,ツマリ,24743
現代語,I,、,、,,,補助記号-読点,,,,,記号,、,,24
現代語,I,P,Ｐ,,ピー,記号-文字,,,ピー,ピー,記号,P,ピー,32239
現代語,I,C,Ｃ,,シー,記号-文字,,,シー,シー,記号,C,シー,17600
現代語,I,を,を,,ヲ,助詞-格助詞,,,オ,ヲ,和,を,ヲ,41407
現代語,I,開ける,開ける,,アケル,動詞-一般,下一段-カ行,終止形-一般,アケル,アケル,和,開ける,アケル,511
現代語,I,。,。,,,補助記号-句点,,,,,記号,。,,25
現代語,I,学校,学校,,ガッコウ,名詞-普通名詞-一般,,,ガッコー,ガッコウ,漢,学校,ガッコウ,8098
現代語,I,の,の,,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ,28989
現代語,I,Wi,,,,名詞,,,,,,,,　
現代語,I,-,,,,名詞,,,,,,,,　
現代語,I,F,Ｆ,,エフ,記号-文字,,,エフ,エフ,記号,F,エフ,3997
現代語,I,i,Ｉ,,アイ,記号-文字,,,アイ,アイ,記号,i,アイ,81
現代語,I,は,は,,ハ,助詞-係助詞,,,ワ,ハ,和,は,ハ,29321
現代語,I,貧弱,貧弱,,ヒンジャク,名詞-普通名詞-形状詞可能,,,ヒンジャク,ヒンジャク,漢,貧弱,ヒンジャク,31950
現代語,I,だ,だ,,ダ,助動詞,助動詞-ダ,終止形-一般,ダ,ダ,和,だ,ダ,22916
現代語,I,が,が,,ガ,助詞-接続助詞,,,ガ,ガ,和,が,ガ,7888
現代語,I,、,、,,,補助記号-読点,,,,,記号,、,,24
現代語,I,arXiv,,,,名詞,,,,,,,,　
現代語,I,の,の,,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ,28989
現代語,I,テキスト,テキスト,text,テキスト,名詞-普通名詞-一般,,,テキスト,テキスト,外,テキスト,テキスト,25097
現代語,I,は,は,,ハ,助詞-係助詞,,,ワ,ハ,和,は,ハ,29321
現代語,I,読める,読む,,ヨム,動詞-一般,下一段-マ行,終止形-一般,ヨメル,ヨメル,和,読める,ヨメル,39484
